mol,smiles,E_S1(eV),wl_S1(nm),osc_S1,E_S2(eV),wl_S2(nm),osc_S2,E_S3(eV),wl_S3(nm),osc_S3,E_T1(eV),E_T2(eV),E(S1-T1)(eV),E_S1_SOC(eV),wl_S1_SOC(nm),osc_S1_SOC,E_S2_SOC(eV),wl_S2_SOC(nm),osc_S2_SOC,E_S3_SOC(eV),wl_S3_SOC(nm),osc_S3_SOC,HOMO(eV),LUMO(eV),Gap(eV)
mol0017,CC1=N/C(=N\c2ccc(N3c4ccccc4Sc4ccccc43)cc2)c2ccccc21,3.252234,381.2,1.365719765,3.81689,324.8,0.165561537,4.049884,306.1,0.027782177,2.157,3.103,1.1,3.252233,381.2,1.365684475,3.816892,324.8,0.165560862,4.049885,306.1,0.027782006,-7.3765,-0.877,6.5
mol0028,CCCCCC1(C)c2cc(-c3ccc(C=C(C#N)C(=O)O)cc3)ccc2-c2ccc(N3c4ccccc4C(C)(C)c4ccccc43)cc21,3.659176,338.8,2.085913426,4.400443,281.8,0.000668457,4.624121,268.1,0.168603768,2.549,3.251,1.11,3.659176,338.8,2.085913411,4.400443,281.8,0.000668457,4.624121,268.1,0.168603767,-7.2962,-1.1134,6.18
mol0050,O=c1oc2cc3c(cc2c2c1oc1cc(N4c5ccccc5Sc5ccccc54)ccc12)oc1cc(N2c4ccccc4Sc4ccccc42)ccc13,3.80826,325.6,1.592333905,4.079886,303.9,1.059418269,4.448803,278.7,0.042175789,2.624,3.198,1.18,3.80826,325.6,1.592333903,4.079886,303.9,1.059418269,4.448803,278.7,0.042175789,-7.4788,-0.4865,6.99
mol0054,O=[N+]([O-])C(=CNc1ccc(/N=N/c2ccccc2)cc1)[N+](=O)[O-],2.781382,445.8,0.118843358,3.830735,323.7,0.901621753,3.951565,313.8,0.076658702,1.879,2.818,0.9,2.7814,445.8,0.118839452,3.830754,323.7,0.901620543,3.951587,313.8,0.076655906,-8.3106,-1.0859,7.22
mol0064,O=Cc1ccc2c(c1)C(=O)c1cc(N3CCCCC3)ccc1-2,2.787412,444.8,0.148720913,3.566865,347.6,9.0331e-05,3.931974,315.3,0.61322427,2.141,3.048,0.65,2.787422,444.8,0.148720526,3.566875,347.6,9.0331e-05,3.931984,315.3,0.613225142,-7.3988,-0.9206,6.48
mol0071,CCC1(C)c2cc(C#Cc3ccc(/C=C(\C)c4ccccc4)cc3)ccc2-c2ccc(C#Cc3ccc(/C=C(\C)c4ccccc4)cc3)cc21,3.463693,358.0,4.434848713,3.971759,312.2,0.184224285,4.529392,273.7,0.525705931,2.556,2.752,0.91,3.463693,358.0,4.434848709,3.971759,312.2,0.184224285,4.529392,273.7,0.525705931,-7.2977,-0.5851,6.71
mol0085,CC1(C)CCN2CCC(C)(C)c3cc(-c4ccc(C=C(C#N)C(=O)O)s4)cc1c32,2.705127,458.3,1.644051866,4.297534,288.5,0.00767621,4.415996,280.8,0.04690164,1.726,2.915,0.98,2.705127,458.3,1.644051858,4.297534,288.5,0.00767621,4.415996,280.8,0.046901639,-6.9497,-1.1351,5.81
mol0102,CCCCCn1c2c(c3cc(C#Cc4ccc5ccc6cccc7ccc4c5c67)ccc31)C(C)(CCC)c1ccccc1-2,3.44805,359.6,1.713112212,3.931049,315.4,0.001244974,4.140887,299.4,0.487579748,2.256,2.935,1.19,3.44805,359.6,1.713112212,3.931049,315.4,0.001244974,4.140887,299.4,0.487579748,-7.1272,-0.5094,6.62
mol0127,CCCC1(C)c2cc(C#Cc3ccc4ccc5cccc6ccc3c4c56)ccc2-c2ccc(C#Cc3ccc4ccc5cccc6ccc3c4c56)cc21,3.184484,389.3,3.812665765,3.526817,351.5,0.262556986,3.929704,315.5,0.000469812,2.205,2.256,0.98,3.184484,389.3,3.812665763,3.526817,351.5,0.262556986,3.929704,315.5,0.000469812,-7.0701,-0.8579,6.21
mol0139,C1=CC2=CN(c3cccc4ccccc34)C2=C1,2.692639,460.5,0.044892954,4.080955,303.8,0.296956585,4.375872,283.3,0.233458317,1.906,2.62,0.79,2.692639,460.5,0.044892824,4.080955,303.8,0.296956594,4.375872,283.3,0.233458299,-7.5247,-0.2733,7.25
mol0145,O=c1cc2ccc3cccc4ccc1c2c34,2.086532,594.2,0.118609368,3.170429,391.1,9.036e-06,3.736158,331.8,0.02130095,1.122,2.732,0.96,2.086543,594.2,0.118609517,3.17045,391.1,9.036e-06,3.736171,331.8,0.021300483,-7.6036,-1.6035,6.0
mol0146,N#Cc1cc2cccc3c(N)ccc4ccc1c-2c43,2.118479,585.3,0.168076461,3.205571,386.8,0.088193741,3.847431,322.3,0.231373215,1.459,2.405,0.66,2.118479,585.3,0.16807646,3.205571,386.8,0.088193741,3.847431,322.3,0.231373215,-7.1069,-1.1601,5.95
mol0169,CC(=O)N/N=C/c1ccc([N+](=O)[O-])cc1,3.952231,313.7,6.8799e-05,4.123345,300.7,1.208135831,4.666095,265.7,0.038777778,2.713,3.343,1.24,3.952314,313.7,6.8846e-05,4.12336,300.7,1.208124873,4.666107,265.7,0.038777743,-8.7035,-1.1293,7.57
mol0186,CC1(C)c2ccccc2N(c2ccc3c4c(oc3c2)=CC(=O)C2=CC=CC=42)c2ccccc21,2.04147,607.3,0.175387003,2.693127,460.4,0.583900207,3.097483,400.3,6.109e-06,1.2,1.467,0.84,2.04147,607.3,0.175387002,2.693127,460.4,0.5839002,3.097495,400.3,6.109e-06,-7.5734,-1.8943,5.68
mol0210,C1=CC2=CN(c3ccc(-c4nnc(-c5ccccc5)o4)cc3)C2=C1,2.458777,504.3,0.122836723,3.993171,310.5,1.286472835,4.208307,294.6,0.550240364,1.692,2.538,0.77,2.458777,504.3,0.122836559,3.993171,310.5,1.286472884,4.208307,294.6,0.550240251,-7.3457,-0.4904,6.86
mol0218,C1=CC2=Nc3ccccc3C2=C1,2.235025,554.7,0.0076763,3.714796,333.8,0.001679313,3.779544,328.0,0.228432467,1.313,2.533,0.92,2.235026,554.7,0.007676246,3.714798,333.8,0.001679314,3.779546,328.0,0.228431951,-8.1034,-1.3144,6.79
mol0240,CCCCCCCCCCCCOc1cc(C#Cc2ccc([N+](=O)[O-])cc2)c(OCCCCCCCCC)cc1C#Cc1ccc([N+](=O)[O-])cc1,3.203079,387.1,2.158174796,3.919737,316.3,0.00127933,3.92535,315.9,0.000166563,2.322,2.914,0.88,3.203079,387.1,2.158174627,3.919738,316.3,0.001279294,3.925351,315.9,0.000166559,-7.7178,-1.4403,6.28
mol0253,CCCCCC(=O)c1cc2ccc1CCCC2,3.278826,378.1,0.091819576,3.890929,318.6,0.001721871,4.000075,310.0,0.082214403,1.637,2.986,1.64,3.27883,378.1,0.091819475,3.890936,318.6,0.001722385,4.000082,310.0,0.082212995,-7.6701,-0.1894,7.48
mol0303,CCCCCCCCCCCCCOc1ccc(/N=N/c2ccc([N+](=O)[O-])cc2)cc1,2.726137,454.8,0.119368044,3.950043,313.9,0.001794651,4.063012,305.2,0.538845205,1.842,3.027,0.88,2.726146,454.8,0.119367102,3.950057,313.9,0.001794791,4.063023,305.2,0.538840124,-8.2257,-1.0928,7.13
mol0327,CC(=O)c1ccc2c(c1)C(C)(C)c1cc(N3CCCCC3)ccc1-2,3.888591,318.8,1.312358792,4.14466,299.1,0.000193815,4.50798,275.0,0.032184409,2.827,3.678,1.06,3.888607,318.8,1.312312204,4.144673,299.1,0.000193816,4.50799,275.0,0.03218434,-7.1514,0.0087,7.16
mol0367,CCCCn1c2ccccc2c2cc(C#Cc3cc(C#Cc4ccc5c(c4)c4ccccc4n5CC(C)C)nc(C#N)n3)ccc21,3.512883,352.9,2.355711942,3.982079,311.4,0.606281433,4.315747,287.3,0.048370861,2.854,2.866,0.66,3.512883,352.9,2.355711941,3.982079,311.4,0.606281433,4.315747,287.3,0.048370861,-7.6577,-0.94,6.72
mol0386,Nc1nc(Nc2cccc3ccccc23)nc(Nc2cccc3ccccc23)n1,4.359428,284.4,0.824012061,4.469196,277.4,0.214436522,4.599881,269.5,0.014267912,2.97,2.976,1.39,4.359428,284.4,0.824012058,4.469196,277.4,0.21443652,4.599881,269.5,0.014267912,-7.8203,0.3559,8.18
mol0436,CCCCCCCCCCCCCOC1=CC=c2c1ccc1c3c(ccc21)C=CC=3,1.316744,941.6,0.03165722,1.912374,648.3,0.597431811,3.027714,409.5,0.357369341,0.453,0.941,0.86,1.316744,941.6,0.03165722,1.912374,648.3,0.59743181,3.027714,409.5,0.35736934,-6.8255,-2.0644,4.76
mol0454,CC1=N/C(=C\c2ccc(N3CCOCC3)cc2)C(=O)N1,3.421464,362.4,1.479693966,4.314316,287.4,0.00097276,4.593782,269.9,0.046165577,2.027,3.509,1.39,3.421464,362.4,1.479693892,4.314319,287.4,0.000972758,4.593782,269.9,0.046165577,-7.1606,-0.3536,6.81
mol0455,CC1(C)CC=C(/C=C/C(N)=C/C=C2C=Nc3ccccc3C2(C)C)C1,2.879858,430.5,1.940098627,4.346575,285.2,0.003823911,4.515109,274.6,0.310564983,1.531,2.712,1.35,2.879858,430.5,1.940098619,4.346576,285.2,0.003823911,4.515109,274.6,0.310564983,-6.8782,-0.6507,6.23
mol0456,CN(C)c1ccc(C#Cc2cc(C#N)c3ccc4c(C#Cc5ccc(N(C)C)cc5)cc(C#Cc5ccc(N(C)C)cc5)c5ccc2c3c45)cc1,2.596515,477.5,1.950397762,3.350816,370.0,1.288973267,3.588778,345.5,0.139205217,1.693,2.705,0.9,2.596515,477.5,1.950397761,3.350816,370.0,1.288973267,3.588778,345.5,0.139205217,-6.6654,-1.3322,5.33
mol0476,CCCC1=Cc2nc1cc(NC(C)=O)c1nc(ccc3[nH]c2cc3CCC)C(C)=C1,2.398428,516.9,0.139683612,2.665006,465.2,0.25929987,3.226339,384.3,0.000671939,1.612,1.748,0.79,2.398428,516.9,0.13968356,2.665006,465.2,0.259299839,3.22634,384.3,0.000671936,-7.5449,-1.6008,5.94
mol0478,CCCCCC1(C)c2cc(C=Cc3ccc(C#N)cc3)ccc2-c2ccc(C=Cc3ccc(C#N)cc3)cc21,3.317168,373.8,3.271003225,3.989757,310.8,0.106556583,4.616295,268.6,0.044085727,2.282,2.544,1.04,3.317168,373.8,3.271003223,3.989757,310.8,0.106556583,4.616295,268.6,0.044085727,-7.4199,-0.8691,6.55
mol0479,CN(C)c1ccc(C2=CC(=O)C=CC2=O)cc1,2.575479,481.4,0.322769757,3.004727,412.6,0.001190126,3.244487,382.1,0.003098975,1.793,2.541,0.78,2.575516,481.4,0.322613965,3.004752,412.6,0.001190089,3.244515,382.1,0.003098968,-7.4358,-1.6689,5.77
mol0491,CCCC1=Cc2nc1ccc1[nH]c(cc1CCC)c1nc(ccc3[nH]c2c(-c2cccc(OC)c2)c3-c2cccc(OC)c2)C(C)=C1,2.220108,558.5,0.379023308,2.324225,533.4,0.440307729,3.511835,353.0,0.070442654,1.288,1.484,0.93,2.220108,558.5,0.379023308,2.324225,533.4,0.440307729,3.511835,353.0,0.070442654,-7.0501,-1.8467,5.2
mol0496,CC1=c2c(cc3cccc4ccc(N5CCCC5)c2c43)C=C1,2.442324,507.6,0.226324495,3.448566,359.5,0.173849093,3.805725,325.8,0.354462788,1.485,2.369,0.96,2.442324,507.6,0.226324477,3.448566,359.5,0.173849094,3.805725,325.8,0.354462784,-6.753,-0.7405,6.01
mol0509,O=c1cc(O)c(=O)c1=O,2.469689,502.0,5.996e-06,3.200728,387.4,1.9299e-05,4.45183,278.5,4.1278e-05,2.01,2.765,0.46,2.46971,502.0,5.996e-06,3.200753,387.4,1.9299e-05,4.451858,278.5,4.1278e-05,-9.6311,-1.4792,8.15
mol0530,C1=Cc2cc(N3c4ccccc4Oc4ccccc43)c3c4c(ccc1c24)C=C3,2.411765,514.1,0.004962219,2.848841,435.2,0.09542638,3.621491,342.4,0.020788785,1.633,2.477,0.78,2.411765,514.1,0.004962218,2.848841,435.2,0.095426331,3.621491,342.4,0.020788783,-7.1537,-1.2649,5.89
mol0555,CCCCCOc1cc(OCCC)ccc1-n1cc(-c2ccc(C=C(C#N)C(=O)O)cc2)nn1,3.789752,327.2,1.526923606,4.630778,267.7,0.043356478,4.936802,251.1,0.225828049,2.56,3.816,1.23,3.789752,327.2,1.526922806,4.630778,267.7,0.043356478,4.936802,251.1,0.225828044,-8.1553,-1.0661,7.09
mol0557,CCCCCCCCCCCCCCCOc1ccccc1N1c2ccccc2Sc2cc(/C=C(\C#N)C(=O)O)ccc21,3.058873,405.3,0.655310179,4.155518,298.4,0.16557255,4.23661,292.6,0.706922814,2.201,3.292,0.86,3.058879,405.3,0.655310099,4.155523,298.4,0.165572057,4.236615,292.6,0.706922529,-7.3633,-0.9217,6.44
mol0576,C1=NC(c2cn(-c3ccccc3)nc2-c2ccccc2)=C1,2.784501,445.3,0.127786429,4.010663,309.1,0.001171836,4.835127,256.4,0.458698248,1.434,3.552,1.35,2.784499,445.3,0.127785651,4.010665,309.1,0.001171835,4.835128,256.4,0.458698132,-7.7994,-0.3456,7.45
mol0743,CCCCCCCC1(CCCCC)c2cc(C#Cc3cccc(C#N)c3)ccc2-c2ccc(C#Cc3cccc(C#N)c3)cc21,3.679256,337.0,2.870223512,4.470632,277.3,0.077759553,4.729472,262.2,0.033927266,2.68,3.135,1.0,3.679256,337.0,2.870223497,4.470632,277.3,0.077759553,4.729472,262.2,0.033927266,-7.6817,-0.6363,7.05
mol0756,CCN(C)c1ccc2c(=O)c3ccc(N(CC)CC)cc3oc2c1,4.109707,301.7,1.238044799,4.400173,281.8,0.000145818,4.577079,270.9,0.04198404,3.226,3.364,0.88,4.109708,301.7,1.238043935,4.400184,281.8,0.000145833,4.577082,270.9,0.041983788,-7.4543,0.2718,7.73
mol0776,CC1=CC(=O)C(c2ccc(N(C)C)cc2)=CC1=O,2.613214,474.5,0.308516875,3.032764,408.8,0.000897495,3.297941,375.9,0.002553355,1.823,2.575,0.79,2.613253,474.4,0.308370435,3.03279,408.8,0.000897531,3.297983,375.9,0.002553452,-7.4174,-1.5787,5.84
mol0784,CC1=Cc2nc1c1ccc([nH]1)c(-c1ccc(N)cc1)c1nc(c(-c3ccc(N)cc3)c3ccc([nH]3)c3ccccc23)C=C1,1.999718,620.0,0.477379029,2.743974,451.8,0.289928917,3.211319,386.1,2.472458001,1.097,1.915,0.9,1.999718,620.0,0.477378928,2.743974,451.8,0.289928922,3.211319,386.1,2.472457986,-6.6007,-1.6599,4.94
mol0791,CC1N=C2CCC(C#Cc3ccc(/C=C(\C#N)C(=O)O)cc3)=C21,3.4868,355.6,2.036163312,4.219558,293.8,0.001914793,4.563739,271.7,0.036551498,2.246,2.819,1.24,3.4868,355.6,2.03616331,4.219559,293.8,0.001914793,4.563739,271.7,0.036551498,-8.2095,-1.4355,6.77
mol0794,CCCC1=Cc2nc1c(NC(=O)O)cc1[nH]c(cc1CCC)c1nc(ccc3[nH]c2cc3CCC)C(C)=C1,2.207618,561.6,0.348349027,2.354738,526.5,0.364219001,3.592538,345.1,0.083900285,1.338,1.437,0.87,2.207618,561.6,0.348349026,2.354738,526.5,0.364218999,3.592538,345.1,0.083900285,-7.0663,-1.8218,5.24
mol0795,CC1=CC2=CC=C3C=CC=C(N3)C3=NC(=C(c4ccc(C)cc4)C1=N2)C=C3,2.397662,517.1,0.186054158,3.150178,393.6,0.065286894,3.533902,350.8,0.097968021,1.681,2.247,0.72,2.397663,517.1,0.186053955,3.150179,393.6,0.065286844,3.533903,350.8,0.097968097,-7.2947,-1.1869,6.11
mol0818,Cc1ccc(Sc2cc3sc4cc5[nH]c6c7ccccc7c(=O)c7ccccc7c6sc5c(C)c4[nH]c3c3c(=O)c4ccccc4c(=O)c23)cc1,2.489095,498.1,0.572174266,3.249891,381.5,0.106027998,3.395679,365.1,0.002409986,1.563,2.57,0.93,2.489097,498.1,0.57217104,3.249894,381.5,0.106027918,3.395687,365.1,0.002410186,-6.8963,-1.445,5.45
mol0822,CCCc1cc2ccc1[nH]c1ccc3nc(c4cc(CCC)c(ccc5nc(c2[nH]1)C=C5CCO)[nH]4)C=C3C,2.341718,529.5,0.010004127,2.539657,488.2,0.517923605,3.09526,400.6,0.004923817,1.453,1.558,0.89,2.341718,529.5,0.010004129,2.539658,488.2,0.517923509,3.095261,400.6,0.004923818,-6.5166,-1.0844,5.43
mol0829,CN(c1ccccc1)c1ccc(/C=C(\C#N)c2ccccc2)cc1,3.501315,354.1,1.50838654,4.614329,268.7,0.071328939,5.008096,247.6,0.022236434,2.336,3.71,1.17,3.501315,354.1,1.508386516,4.614329,268.7,0.071328939,5.008096,247.6,0.022236434,-7.3275,-0.3157,7.01
mol0836,CC1=C2C(=C1)c1ccccc1C(=O)c1cc2c2cc3cc4ccccc4cc3cc2c1,1.842071,673.1,0.217836284,2.721388,455.6,0.166651076,3.036542,408.3,0.020374596,0.652,1.52,1.19,1.842071,673.1,0.217836171,2.721388,455.6,0.166651065,3.036542,408.3,0.020374597,-6.6857,-1.3047,5.38
mol0848,N#Cc1cc(N2C=C3C=CC=C32)c(-n2c3ccccc3c3ccccc32)cc1C#N,2.574903,481.5,0.046193753,3.776868,328.3,0.329760283,4.207816,294.7,0.409246708,1.672,2.664,0.9,2.574903,481.5,0.046193748,3.776868,328.3,0.329760279,4.207816,294.7,0.409246705,-7.5871,-0.5803,7.01
mol0871,O=c1c2cccc3c4ccc5cccc(c54)c(c23)n1-c1ccccc1,2.577834,481.0,0.213457895,3.38556,366.2,0.192048124,3.888929,318.8,0.159346712,1.506,2.375,1.07,2.577834,481.0,0.213457895,3.38556,366.2,0.192048124,3.888929,318.8,0.159346712,-7.4806,-1.3405,6.14
mol0887,C1=CC(n2c3ccccc3c3cc(-c4ccc(-n5c6ccccc6c6ccccc65)cc4)ccc32)=C1,2.599318,477.0,0.057178053,4.195127,295.5,0.073632268,4.447858,278.8,0.290976752,1.25,3.458,1.35,2.599318,477.0,0.057178052,4.195127,295.5,0.073632267,4.447858,278.8,0.290976751,-7.0949,0.1975,7.29
mol0898,C1=Cc2cc(N(c3ccccc3)c3ccccc3)c3c4c(ccc1c24)C=C3,2.314054,535.8,0.047988771,3.001961,413.0,0.25579691,3.867609,320.6,0.081853682,1.58,2.199,0.73,2.314054,535.8,0.047988771,3.001961,413.0,0.255796892,3.867609,320.6,0.081853682,-7.2697,-1.1015,6.17
mol0914,Cc1cc2ccc3cccc4cc5cnccc5c1-c2c34,1.928094,643.0,0.058006431,2.725915,454.8,0.163566941,3.671554,337.7,0.585538594,1.24,1.949,0.69,1.928094,643.0,0.058006404,2.725915,454.8,0.16356694,3.671554,337.7,0.585538594,-7.0557,-1.4313,5.62
mol0930,C1=NC(c2ccc(N(c3ccccc3)c3ccccc3)cc2)=C1,2.51989,492.0,0.31115789,3.945726,314.2,0.033757676,4.02587,308.0,0.697323505,1.233,3.002,1.29,2.519889,492.0,0.311156059,3.945729,314.2,0.033757319,4.025872,308.0,0.697321143,-7.1666,-0.5388,6.63
mol0954,CCCCCCCCCN1C(=CC2=C([O-])C(=CC3=[N+](CCCCCC)c4ccccc4C3(C)C)C2=O)C(C)(C)c2cc(C(=O)O)ccc21,2.324383,533.4,2.039012244,3.36152,368.8,0.000626665,4.227864,293.3,0.003770746,1.195,3.021,1.13,2.324383,533.4,2.039012084,3.361521,368.8,0.000626668,4.227864,293.3,0.003770799,-6.7401,-1.1993,5.54
mol1002,CC1=Cc2cc3ccccc3cc2N2CCCC(C=Cc3ccc4cc5ccccc5cc4c3)=C12,2.688826,461.1,2.301483454,3.474795,356.8,0.1109,3.797663,326.5,0.211463145,1.589,2.203,1.1,2.688826,461.1,2.30147318,3.474795,356.8,0.110899993,3.797664,326.5,0.21146314,-6.3256,-0.5526,5.77
mol1004,COCCC1=Cc2nc1ccc1[nH]c(c3nc(ccc4[nH]c2cc4CCOC)C(CCOC)=C3)c(CCOC)c1C=O,2.21341,560.2,0.378743133,2.272292,545.6,0.500258595,3.427916,361.7,0.017309134,1.202,1.458,1.01,2.21341,560.2,0.378743133,2.272292,545.6,0.500258594,3.427916,361.7,0.017309134,-7.1685,-2.0612,5.11
mol1010,CCc1c2cc3ccccc3cc2c(C#Cc2ccccc2)c2cc3ccccc3cc12,2.20009,563.5,0.473393848,3.470766,357.2,0.009401419,3.613035,343.2,0.031086908,0.888,2.217,1.31,2.20009,563.5,0.47339369,3.470766,357.2,0.009401419,3.613035,343.2,0.031086908,-6.5218,-1.3963,5.13
mol1019,CNc1cc2oc3ccccc3[nH]c2c2c(=O)c3ccccc3c(=O)c12,2.636557,470.3,0.59741947,3.658608,338.9,0.02457555,3.706542,334.5,0.029341627,1.496,2.781,1.14,2.636558,470.3,0.597418279,3.658611,338.9,0.024576756,3.706544,334.5,0.029340464,-7.0224,-1.0535,5.97
mol1022,Cc1c2cc3ccccc3cc2c(C#C[Si](C(C)C)(C(C)C)C(C)C)c2cc3ccccc3cc12,2.26964,546.3,0.358892983,3.480345,356.2,0.010382171,3.632414,341.3,0.022807057,0.918,2.223,1.35,2.26964,546.3,0.358892982,3.480345,356.2,0.010382171,3.632414,341.3,0.022807057,-6.597,-1.3569,5.24
mol1025,Cc1cc(C)c(C2=C3C=CC=[N+]3[B-](F)(F)n3c2c2cc4ccccc4cc2c3-c2ccc[nH]2)c(C)c1,2.560584,484.2,0.995685155,3.705642,334.6,0.208591041,3.863338,320.9,0.776083582,1.498,2.586,1.06,2.560584,484.2,0.995682911,3.705642,334.6,0.208591031,3.863338,320.9,0.776083583,-7.0942,-1.3262,5.77
mol1040,F[B-]1(F)n2c(-c3ccccc3)cc(-c3ccccc3)c2N=C2C(c3ccccc3)=CC(c3ccccc3)=[N+]21,2.220198,558.4,1.164951215,3.13565,395.4,0.004924374,3.351284,370.0,0.565937318,0.898,2.509,1.32,2.220198,558.4,1.164951114,3.13565,395.4,0.004924373,3.351284,370.0,0.56593726,-7.4576,-2.131,5.33
mol1050,CCCC1=Cc2nc1ccc1[nH]c(cc3nc(c(C)c4ccc2[nH]4)C=C3CC)c(CN(C)C)c1CCC,1.830301,677.4,0.186452618,2.210336,560.9,0.05428057,2.779716,446.0,0.606749778,1.002,1.501,0.83,1.830306,677.4,0.186371898,2.210336,560.9,0.054280703,2.779716,446.0,0.606749742,-5.9452,-0.7396,5.21
mol1054,CSc1ccc(C#Cc2cc(C#N)c3ccc4c(C#Cc5ccc(SC)cc5)cc(C#Cc5ccc(SC)cc5)c5ccc2c3c45)cc1,2.74036,452.4,1.932728556,3.544882,349.8,0.459638475,3.758069,329.9,1.601572853,1.763,2.814,0.98,2.74036,452.4,1.932728554,3.544882,349.8,0.459638475,3.758069,329.9,1.601572853,-7.0996,-1.5187,5.58
mol1063,CCOCCc1cc2[nH]c1ccc1nc(c3cc(CCOC)c(ccc4nc2C=C4CCOC)[nH]3)C=C1CCOC,1.978928,626.5,0.247181724,2.262609,548.0,0.23022124,3.400601,364.6,0.956922761,1.172,1.404,0.81,1.978928,626.5,0.247179809,2.262609,548.0,0.230221278,3.400601,364.6,0.956922711,-6.7733,-1.711,5.06
mol1081,CCn1c(C)cc(/C=C(/C#N)c2ccc(C=C(C(=O)O)C(=O)O)s2)c1C,2.804049,442.2,1.026069981,3.996481,310.2,0.22544736,4.087781,303.3,0.350713481,1.84,2.577,0.96,2.804049,442.2,1.026065521,3.996482,310.2,0.22544813,4.087781,303.3,0.35071242,-7.5487,-1.335,6.21
mol1090,CCCCCCCOc1cc(OCCCC)c(N(CC)CC)cc1C1=C(c2cccnc2)C(=O)N(C)C1=O,2.868811,432.2,0.271036855,3.698513,335.2,0.09177486,4.046946,306.4,0.007262248,2.095,3.019,0.77,2.868822,432.2,0.27103554,3.698527,335.2,0.091771269,4.046958,306.4,0.007262241,-7.2127,-0.9559,6.26
mol1101,CCCCn1c2ccc(/C=N\c3ccc(C(=O)O)cc3)cc2c2cc(/C=C(\C#N)c3ccc(/C=N/c4ccc(C(=O)O)cc4)s3)ccc21,3.022289,410.2,1.889577914,3.933146,315.2,0.196965995,4.111783,301.5,0.04491034,1.979,2.778,1.04,3.022289,410.2,1.889577467,3.933146,315.2,0.196966126,4.111783,301.5,0.044910334,-7.5796,-1.1879,6.39
mol1113,N#Cc1nc2ccc1ccc1c3c(c2)C=CC=3C=1,2.095278,591.7,0.013459171,2.809795,441.3,1.556088978,3.334679,371.8,0.094857266,1.365,1.641,0.73,2.095278,591.7,0.013459175,2.809795,441.3,1.556089019,3.334679,371.8,0.094857204,-7.1744,-1.1922,5.98
mol1122,CCCCCCC[N+]1=C(/C=C2/C(=O)C(O)=C2[O-])C(C)(C)c2cc(C(=O)O)ccc21,3.153325,393.2,1.252130186,3.57996,346.3,2.4345e-05,4.66646,265.7,0.112985926,1.727,3.35,1.43,3.153324,393.2,1.252122068,3.579961,346.3,2.4345e-05,4.666461,265.7,0.112985936,-7.6837,-1.0167,6.67
mol1141,CN1C(=O)C(c2ccccc2)=C1/C(=C/c1cn(-c2ccccc2)nc1-c1ccc(F)cc1)c1ccccc1,2.918501,424.8,0.707951318,3.867691,320.6,0.614916561,4.57039,271.3,0.01243906,1.852,3.04,1.07,2.918501,424.8,0.707951051,3.867691,320.6,0.614916496,4.570391,271.3,0.012439107,-7.5116,-0.8115,6.7
mol1170,COc1ccc2c1c(C)c1cccc3cnc2n31,2.036945,608.7,0.169796476,3.59365,345.0,0.021776313,4.315672,287.3,0.316209524,1.252,2.532,0.78,2.036945,608.7,0.169796476,3.59365,345.0,0.021776313,4.315672,287.3,0.316209524,-6.7006,-0.9165,5.78
mol1190,C1=CC2=Nc3cc(-c4ccc(-c5cc(-c6ccccc6)cc(-c6ccccc6)n5)cc4)ccc3C2=C1,2.17243,570.7,0.03703989,3.714738,333.8,0.004741291,3.777375,328.2,0.259607218,1.271,2.56,0.9,2.17243,570.7,0.037039889,3.714739,333.8,0.004741381,3.777375,328.2,0.259607127,-7.7875,-1.3717,6.42
mol1267,CC1(C)c2ccccc2-c2ccc(-c3nc(-c4ccccc4)c(-c4ccccc4)[nH]3)cc21,4.055551,305.7,1.704024674,4.508751,275.0,0.418654039,4.834997,256.4,0.036905655,2.987,3.397,1.07,4.055551,305.7,1.704024134,4.508751,275.0,0.41865401,4.834997,256.4,0.036905659,-7.3601,0.1952,7.56
mol1311,C1=N/C(=C/c2ccccc2)CN1c1ccccc1,3.85586,321.5,1.228940756,4.968939,249.5,0.022438849,5.031828,246.4,0.001961203,2.581,3.715,1.27,3.85586,321.5,1.228940756,4.968939,249.5,0.022438849,5.031828,246.4,0.001961203,-7.3129,0.3448,7.66
mol1347,O=C1CCN1c1ccc(-c2nn(-c3ccccc3)c(=O)o2)cc1,4.418441,280.6,1.477585089,4.98772,248.6,0.011899475,5.3278,232.7,0.020591491,3.124,4.007,1.29,4.418441,280.6,1.47758286,4.98772,248.6,0.011899476,5.3278,232.7,0.020591492,-8.08,0.0704,8.15
mol1349,COC1=C2OC(=O)C=C2C=C1,2.518673,492.3,0.046256415,4.760893,260.4,0.644626179,4.849458,255.7,0.000139231,1.54,2.75,0.98,2.518679,492.3,0.046256485,4.760917,260.4,0.644571757,4.849467,255.7,0.000139232,-8.1264,-1.0011,7.13
